Title,Slug,Template Image Path,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Template Image,Heading (H1) - Template,Description - Template,Image URL - Template,Image Alt Text - Template,Figma Link - Template,Use Case - Template,Type - Template,Industry - Template,Supported Email Clients - Template,Supported ESPs - Template,Meta Description - Template,Full URL,Related Templates
Winter Essentials Sale Fashion HTML Email Template,fashion-winter-essentials-sale,images/fashion-winter-essentials-sale.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc3be,Mon Jun 24 2024 09:17:04 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:23:48 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/6679398f263e398cfc4f64c2_6679158e1ca8fb615c2c2850_templates-winter-fashion-winter-essentials-sale.png,,"This template is perfect for a winter sale, offering a substantial 40% discount storewide. Entices shoppers with the promise of affordable warmth and style for the whole family during the chilly season.",,Fashion-Winter Essentials Sale,https://www.figma.com/file/87MPDhWm371bEcIUGjW6M0/Winter-Email-Templates-Library?type=design&node-id=1-5&mode=design&t=j1lEJAFFCe1bArCo-0,"<p><a href=""/templates/winter"" id="""">Winter</a></p>","<p><a href=""/templates/festive"" id="""">Festive</a></p>","<p><a href=""/templates/fashion"" id="""">Fashion</a></p>","<p id="""">Outlook, Apple Mail</p>","<p id="""">Mailjet, Brevo, Active Campaign, Zoho Mail, GetResponse</p>",Entice shoppers with this winter sale fashion HTML email template. 40% storewide discounts on warmth and style for the whole family.,/email-template/fashion-winter-essentials-sale,restaurant-winter-homemade-wonders; fashion-winter-collection-sale; travel-winter-celebration-guide; fashion-shop-winter-looks; fashion-premium-winter-boots; fashion-passport-to-winter-wonders; fashion-newest-winter-essentials; fashion-highlights-and-winter-sale; fashion-exclusive-holiday-collection; fashion-discount-for-winters
Winter Collection Sale Fashion HTML Email Template,fashion-winter-collection-sale,images/fashion-winter-collection-sale.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc3bb,Mon Jun 24 2024 09:17:04 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:23:48 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/6679398f3b5e6f1a6eb95227_6679158e3c723b61cae36072_templates-winter-fashion-winter-collection-sale.png,,"This email template is perfect for high-end retailers, promoting a winter collection with an exclusive discount. Appeals to discerning customers.",,Fashion-Winter Collection Sale,https://www.figma.com/file/87MPDhWm371bEcIUGjW6M0/Winter-Email-Templates-Library?type=design&node-id=1-3&mode=design&t=j1lEJAFFCe1bArCo-0,"<p><a href=""/templates/winter"" id="""">Winter</a></p>","<p><a href=""/templates/festive"" id="""">Festive</a></p>","<p><a href=""/templates/fashion"" id="""">Fashion</a></p>","<p id="""">Yahoo!, Outlook, Apple Mail</p>","<p id="""">HubSpot, Brevo, Active Campaign, MailChimp, GetResponse</p>",Appeal to discerning customers with this winter collection fashion HTML email template. Exclusive discounts for high-end retailers.,/email-template/fashion-winter-collection-sale,restaurant-winter-homemade-wonders; fashion-winter-essentials-sale; travel-winter-celebration-guide; fashion-shop-winter-looks; fashion-premium-winter-boots; fashion-passport-to-winter-wonders; fashion-newest-winter-essentials; fashion-highlights-and-winter-sale; fashion-exclusive-holiday-collection; fashion-discount-for-winters
Winter Celebration Guide Travel HTML Email Template,travel-winter-celebration-guide,images/travel-winter-celebration-guide.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc3cc,Mon Jun 24 2024 09:17:05 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:23:47 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/66793990135534c79ee374b3_6679158efbec4648d467ad92_templates-winter-travel-winter-celebration-guide.png,,"This winter guide email template, with a seasonal activities theme, is perfect for lifestyle or travel businesses. Offers a blend of adventure and coziness to engage subscribers.",,Travel-Winter Celebration Guide,https://www.figma.com/file/87MPDhWm371bEcIUGjW6M0/Winter-Email-Templates-Library?type=design&node-id=1-11&mode=design&t=j1lEJAFFCe1bArCo-0,"<p><a href=""/templates/winter"" id="""">Winter</a></p>","<p><a href=""/templates/festive"" id="""">Festive</a></p>","<p><a href=""/templates/travel-and-leisure"" id="""">Travel &amp; Leisure</a></p>","<p id="""">Outlook, Apple Mail, Gmail</p>","<p id="""">Mailjet, HubSpot, Constant Contact, Active Campaign, Campaign Monitor</p>",Engage subscribers with this winter-themed travel HTML email template. Seasonal activities guide for lifestyle and travel businesses.,/email-template/travel-winter-celebration-guide,restaurant-winter-homemade-wonders; fashion-winter-essentials-sale; fashion-winter-collection-sale; fashion-shop-winter-looks; fashion-premium-winter-boots; fashion-passport-to-winter-wonders; fashion-newest-winter-essentials; fashion-highlights-and-winter-sale; fashion-exclusive-holiday-collection; fashion-discount-for-winters
White Cat Fashion Welcome HTML Email Template,ecommerce-white-cat-welcome,images/ecommerce-white-cat-welcome.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc157,Mon Jun 24 2024 09:15:59 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:24:42 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/6679394f02cb22fccdca8485_6679158bd61e29e553977bc9_templates-welcome-ecommerce-white-cat-welcome.png,,"Introduce new collections with this elegant HTML email template. Perfect for retail boutiques and online apparel stores, it offers exclusive discounts and a stylish design to captivate and convert customers.",,Ecommerce-White Cat Welcome,https://www.figma.com/file/m051f08jw0Snt0c0H6Sc0f/Welcome-Email-Templates-Library?type=design&node-id=4-3799&mode=design&t=qXjlwJSub7GnLAzS-0,"<p><a href=""/templates/welcome"" id="""">Welcome</a></p>","<p><a href=""/templates/user-lifecycle"" id="""">User Lifecycle</a></p>","<p><a href=""/templates/ecommerce"" id="""">Ecommerce</a></p>","<p id="""">Yahoo!, Apple Mail, Gmail</p>","<p id="""">Zoho Mail, MailChimp, Salesforce, GetResponse, HubSpot</p>",Introduce new fashion collections with this elegant HTML email template. Offer exclusive discounts and captivate customers with a stylish design.,/email-template/ecommerce-white-cat-welcome,welcome-club-html-template; welcome-similarweb-html; welcome-reclaimai-free-trial-html; welcome-to-nudie-jeans-html-email-template; welcome-to-kick-game-html-email-template; welcome-to-fjallraven-html-email-template; welcome-fireflies-html; fashion-special-discount-on-welcome; beauty-skincare-family-welcome; saas-elite-welcome-offer; new-member-exclusive-offer-html-email-template; education-new-academic-year-welcome; travel-welcome-to-luxe-haven; education-language-learning-welcome; restaurant-dine-in-welcome; travel-companion-explore-beyond-limits; beauty-welcome-skincare-enthusiast; saas-welcome-product-intro; saas-hello-and-welcome; beauty-chanel-training-membership; restaurant-brewpub-exclusive-perks; ecommerce-arneo-story-and-journey; beauty-welcome-tips; ecommerce-whats-in-the-store; saas-welcome-to-ambassador-program
Wellness Wonders Sale HTML Email Template,beauty-wellness-wonders-sale,images/beauty-wellness-wonders-sale.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc27e,Mon Jun 24 2024 09:16:15 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:24:29 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/6679395fe7844a9625a39efe_667915857ce3b3c55319c294_templates-retargeting-and-triggers-beauty-wellness-wonders-sale.png,,Elegant wellness product HTML email template featuring customer testimonials for a personalized touch. Ideal for holistic health brands promoting natural skincare and nutrition.,,Beauty-Wellness Wonders sale,https://www.figma.com/file/UKT6C34oqnGkxrxwpXldgj/Retargeting-%26-Triggers-Email-Templates-Library?type=design&node-id=1-16&mode=design&t=cX9386xOf3E0Zhw5-0,"<p><a href=""/templates/retargeting-and-triggers"" id="""">Retargeting &amp; Triggers</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p id="""">Apple Mail, Yahoo!</p>","<p id="""">HubSpot, Zoho Mail, Mailjet, Brevo, Constant Contact, GetResponse, Active Campaign</p>",Promote wellness products with this elegant HTML email template. Feature customer testimonials to personalize holistic skincare and nutrition sales.,/email-template/beauty-wellness-wonders-sale,saas-task-management-software-trigger; travel-amazing-deals-in-sydney; ecommerce-sports-shoes-sale; fashion-sizzling-summer-savings; education-productivity-tool-demo; fashion-most-popluar-picks; ecommerce-pupular-cups-on-sale; beauty-sale-with-a-special-note; saas-new-solution-launch; ecommerce-limited-stock-trigger; restaurant-leprechaun-fest-offer; restaurant-holiday-delights-off; travel-global-explorers-day; restaurant-frosty-day-offer; fashion-fresh-collection-picks; fjallraven-10-percent-savings-reminder-html-email-template; fashion-shopper-retargeting; education-elite-subscription-offer; saas-effective-copywriting-guide; education-design-course-webinar; saas-comprehensive-guide-on-writing; beauty-new-school-year-collection
Wellness Newsletter HTML Email Template,wellness-newsletter-html-email-template,images/wellness-newsletter-html-email-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c7324dd3d3e6ee82c6428e_This%20ONE%20change%20could%20boost%20your%20profits%20by%2023%25%20%F0%9F%93%88%F0%9F%8E%89.png,,"Engaging and wellness-focused newsletter template with sections for articles, tips, and special offers. Perfect for corporate wellness programs and employee engagement.",,Wellness Newsletter HTML Email Template,https://www.figma.com/design/N3otLQBvOrMlTunZw15dXZ/New-Newsletter-Email-Templates-Library?node-id=3403-187&t=bvpCcIZ6ix2izDEe-0,"<p><a href=""/templates/newsletter"" id="""">Newsletter</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p>Yahoo!, Outlook</p>","<p>Constant Contact, Active Campaign, Zoho Mail, Salesforce, Brevo</p>",Engaging corporate wellness newsletter template with articles and offers to boost employee health and productivity. Ideal for corporate wellness programs.,/email-template/wellness-newsletter-html-email-template,travel-weekly-trip-highlights; saas-weekly-product-highlights; saas-weekly-blog-digest; saas-top-picked-content; the-edge-ecommerce-returns-html-template; saas-strategies-and-insights; beauty-spread-knowledge-and-community; healthcare-safety-and-health-measure-updates; saas-quarterly-engagement-insights; saas-platform-specialization-details; old-pal-romance-cannabis-insights-html-template; travel-new-listings-highlights; healthcare-monthly-health-digest; travel-monthly-digest-peaks; saas-latest-insights-from-the-industry; saas-insights-and-success-stories; saas-insights-and-solutions; saas-featured-blogs-content; education-educational-pathway-details; education-discover-online-learning; travel-discover-new-destinations; education-directory-of-institutes; restaurant-culinery-journey-and-delights; creating-a-minimal-space-html-template; carhartt-wip-magazine-feature-html-email-template; birddogs-meet-the-team-html-template; restaurant-best-picks-for-festives; restaurant-baking-school-updates
Welcome to the Club HTML Email Template for New Subscribers,welcome-club-html-template,images/welcome-club-html-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c7321a4157381f844eda37_Welcome%20to%20the%20club.png,,"This email template is designed to warmly welcome new subscribers to your brand's community. It features a cozy and inviting design, personalized messaging, and highlights exclusive member benefits. Perfect for making a strong first impression and engaging new members.",,Welcome to the Club HTML Email Template,https://www.figma.com/design/QxexeWkWwEHWtechvApkZW/New-Welcome-Email-Templates-Library?node-id=4003-3&t=LpVAof6WlqMvyxQy-0,"<p><a href=""/templates/welcome"" id="""">Welcome</a></p>","<p><a href=""/templates/user-lifecycle"" id="""">User Lifecycle</a></p>","<p><a href=""/templates/ecommerce"" id="""">Ecommerce</a></p>","<p>Yahoo!, Gmail</p>","<p>HubSpot, Constant Contact, Zoho Mail, Campaign Monitor, Mailjet</p>",Warm and engaging HTML email template to welcome new subscribers and build brand loyalty.,/email-template/welcome-club-html-template,ecommerce-white-cat-welcome; welcome-similarweb-html; welcome-reclaimai-free-trial-html; welcome-to-nudie-jeans-html-email-template; welcome-to-kick-game-html-email-template; welcome-to-fjallraven-html-email-template; welcome-fireflies-html; fashion-special-discount-on-welcome; beauty-skincare-family-welcome; saas-elite-welcome-offer; new-member-exclusive-offer-html-email-template; education-new-academic-year-welcome; travel-welcome-to-luxe-haven; education-language-learning-welcome; restaurant-dine-in-welcome; travel-companion-explore-beyond-limits; beauty-welcome-skincare-enthusiast; saas-welcome-product-intro; saas-hello-and-welcome; beauty-chanel-training-membership; restaurant-brewpub-exclusive-perks; ecommerce-arneo-story-and-journey; beauty-welcome-tips; ecommerce-whats-in-the-store; saas-welcome-to-ambassador-program
Welcome to Similarweb HTML Email Template,welcome-similarweb-html,images/welcome-similarweb-html.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c7324d90b6e3444e7beb21_Similarweb%20-%20let%27s%20get%20started!.png,,"Onboard new users effectively with this detailed welcome email template, guiding them through setting up competitive trackers on Similarweb.",,Welcome to Similarweb HTML Email Template,https://www.figma.com/design/QxexeWkWwEHWtechvApkZW/New-Welcome-Email-Templates-Library?node-id=4003-231&t=LpVAof6WlqMvyxQy-0,"<p><a href=""/templates/welcome"" id="""">Welcome</a></p>","<p><a href=""/templates/user-lifecycle"" id="""">User Lifecycle</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p>Yahoo!, Apple Mail, Outlook</p>","<p>MailChimp, Salesforce, GetResponse, Campaign Monitor, Active Campaign, Brevo, Klaviyo</p>","Get started with Similarweb using this detailed HTML email template, perfect for setting up competitive trackers.",/email-template/welcome-similarweb-html,ecommerce-white-cat-welcome; welcome-club-html-template; welcome-reclaimai-free-trial-html; welcome-to-nudie-jeans-html-email-template; welcome-to-kick-game-html-email-template; welcome-to-fjallraven-html-email-template; welcome-fireflies-html; fashion-special-discount-on-welcome; beauty-skincare-family-welcome; saas-elite-welcome-offer; new-member-exclusive-offer-html-email-template; education-new-academic-year-welcome; travel-welcome-to-luxe-haven; education-language-learning-welcome; restaurant-dine-in-welcome; travel-companion-explore-beyond-limits; beauty-welcome-skincare-enthusiast; saas-welcome-product-intro; saas-hello-and-welcome; beauty-chanel-training-membership; restaurant-brewpub-exclusive-perks; ecommerce-arneo-story-and-journey; beauty-welcome-tips; ecommerce-whats-in-the-store; saas-welcome-to-ambassador-program
Welcome to Reclaim.ai Free Trial HTML Email Template,welcome-reclaimai-free-trial-html,images/welcome-reclaimai-free-trial-html.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c7324d3fb8b29557b66946_Welcome%20to%20Reclaim.ai%20%F0%9F%8E%89.png,,"Kickstart your productivity with this welcome email template, guiding users through setting up their Reclaim.ai account and exploring key features.",,Welcome to Reclaim.ai Free Trial HTML Email Template,https://www.figma.com/design/QxexeWkWwEHWtechvApkZW/New-Welcome-Email-Templates-Library?node-id=4003-263&t=LpVAof6WlqMvyxQy-0,"<p><a href=""/templates/welcome"" id="""">Welcome</a></p>","<p><a href=""/templates/user-lifecycle"" id="""">User Lifecycle</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p>Gmail, Apple Mail</p>","<p>Salesforce, Brevo, Mailjet, Active Campaign, Moosend, MailChimp, Constant Contact</p>","Get started with Reclaim.ai's 14-day free trial using this welcome email template, designed to maximize user onboarding.",/email-template/welcome-reclaimai-free-trial-html,ecommerce-white-cat-welcome; welcome-club-html-template; welcome-similarweb-html; welcome-to-nudie-jeans-html-email-template; welcome-to-kick-game-html-email-template; welcome-to-fjallraven-html-email-template; welcome-fireflies-html; fashion-special-discount-on-welcome; beauty-skincare-family-welcome; saas-elite-welcome-offer; new-member-exclusive-offer-html-email-template; education-new-academic-year-welcome; travel-welcome-to-luxe-haven; education-language-learning-welcome; restaurant-dine-in-welcome; travel-companion-explore-beyond-limits; beauty-welcome-skincare-enthusiast; saas-welcome-product-intro; saas-hello-and-welcome; beauty-chanel-training-membership; restaurant-brewpub-exclusive-perks; ecommerce-arneo-story-and-journey; beauty-welcome-tips; ecommerce-whats-in-the-store; saas-welcome-to-ambassador-program
Welcome to Nudie Jeans HTML Email Template,welcome-to-nudie-jeans-html-email-template,images/welcome-to-nudie-jeans-html-email-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c73233fee7f25217728ab3_Thank%20you%20for%20subscribing!.png,,Warm and engaging email template welcoming new subscribers to Nudie Jeans. Ideal for subscriber onboarding.,,Welcome to Nudie Jeans HTML Email Template,https://www.figma.com/design/QxexeWkWwEHWtechvApkZW/New-Welcome-Email-Templates-Library?node-id=4003-89&t=LpVAof6WlqMvyxQy-0,"<p><a href=""/templates/welcome"" id="""">Welcome</a></p>","<p><a href=""/templates/user-lifecycle"" id="""">User Lifecycle</a></p>","<p><a href=""/templates/fashion"" id="""">Fashion</a></p>","<p>Outlook, Yahoo!</p>","<p>Mailjet, GetResponse, Zoho Mail, Salesforce, Campaign Monitor</p>","Welcome new subscribers to Nudie Jeans with this warm and engaging HTML email template, perfect for onboarding and introducing brand perks.",/email-template/welcome-to-nudie-jeans-html-email-template,ecommerce-white-cat-welcome; welcome-club-html-template; welcome-similarweb-html; welcome-reclaimai-free-trial-html; welcome-to-kick-game-html-email-template; welcome-to-fjallraven-html-email-template; welcome-fireflies-html; fashion-special-discount-on-welcome; beauty-skincare-family-welcome; saas-elite-welcome-offer; new-member-exclusive-offer-html-email-template; education-new-academic-year-welcome; travel-welcome-to-luxe-haven; education-language-learning-welcome; restaurant-dine-in-welcome; travel-companion-explore-beyond-limits; beauty-welcome-skincare-enthusiast; saas-welcome-product-intro; saas-hello-and-welcome; beauty-chanel-training-membership; restaurant-brewpub-exclusive-perks; ecommerce-arneo-story-and-journey; beauty-welcome-tips; ecommerce-whats-in-the-store; saas-welcome-to-ambassador-program
